year,month,day,hour,minute,cause,text,status
2012,4,27,20,2,交通意外,新田公路去元朗,清理
2012,4,27,19,37,交通意外,新田公路去元朗,最新
2012,4,27,19,13,交通意外,元朗青山公路去屯門,清理
2012,4,27,18,35,交通意外,界限街去觀塘,清理
2012,4,27,17,40,壞車,康莊道去何文田,清理
2012,4,27,17,10,交通意外,元朗青山公路去屯門,最新
2012,4,27,17,7,交通意外,界限街去觀塘,最新
2012,4,27,17,5,交通意外,紅隧過香港,清理
2012,4,27,16,42,壞車,康莊道去何文田,最新
2012,4,27,16,42,壞車,將軍澳隧道去將軍澳,清理
2012,4,27,16,41,交通意外,紅隧過香港,最新
2012,4,27,16,39,爆水管,牛頭角道去觀塘,清理
2012,4,27,16,38,交通意外,天水圍天影路去流浮山,清理
2012,4,27,16,8,交通意外,太子道東去觀塘,清理
2012,4,27,16,5,交通意外,汀九橋去屯門,最新
2012,4,27,16,3,交通意外,公主道過海,清理
2012,4,27,15,34,壞車,城門隧道去沙田,清理
2012,4,27,15,5,交通意外,公主道過海,最新
2012,4,27,14,37,壞車,城門隧道去沙田,跟進
2012,4,27,14,37,壞車,城門隧道去沙田,跟進
2012,4,27,14,33,壞車,城門隧道去沙田,最新
2012,4,27,13,40,交通意外,屯門公路去九龍,清理
2012,4,27,13,34,交通意外,屯門公路去九龍,最新
2012,4,27,13,10,交通繁忙,東區走廊去中環,清理
2012,4,27,12,36,交通繁忙,東區走廊去中環,最新
2012,4,27,12,30,交通意外,觀塘繞道去旺角,清理
2012,4,27,11,0,交通意外,觀塘繞道去旺角,跟進
2012,4,27,10,8,交通意外,干諾道中去西營盤,清理
2012,4,27,9,40,交通意外,干諾道中去西營盤,最新
2012,4,27,9,39,壞車,將軍澳隧道去將軍澳,最新
2012,4,27,9,33,交通意外,天水圍天影路去流浮山,最新
2012,4,27,9,10,交通意外,沙田路去九龍,清理
2012,4,27,6,32,交通意外,沙田路去九龍,最新
2012,4,26,22,10,交通意外,司徒拔道上山方向,清理
2012,4,26,21,31,交通意外,司徒拔道上山方向,最新
2012,4,26,20,9,壞車,告士打道去北角,清理
2012,4,26,19,34,壞車,告士打道去北角,清理
2012,4,26,18,42,壞車,告士打道去北角,跟進
2012,4,26,18,36,交通意外,港島南區香島道去赤柱,清理
2012,4,26,18,1,壞車,告士打道去北角,最新
2012,4,26,17,38,壞車,偉業街天橋去旺角,清理
2012,4,26,17,37,交通意外,公主道去沙田,清理
2012,4,26,17,36,壞車,偉業街天橋去旺角,最新
2012,4,26,17,34,交通意外,港島南區香島道去赤柱,最新
2012,4,26,17,16,交通意外,公主道去沙田,最新
2012,4,26,17,13,交通意外,觀塘繞道去旺角,最新
2012,4,26,17,10,爆水管,灣仔菲林明道,最新
2012,4,26,16,49,交通意外,內告士打道去中環,跟進
2012,4,26,16,48,交通意外,渡船街去尖沙咀,最新
2012,4,26,16,11,交通意外,內告士打道去中環,最新
2012,4,26,16,11,交通意外,亞皆老街去大角咀,清理
2012,4,26,15,38,交通意外,亞皆老街去大角咀,最新
2012,4,26,14,37,交通意外,告士打道去北角,清理
2012,4,26,14,7,交通意外,干諾道西天橋去灣仔,清理
2012,4,26,13,36,障礙物,黃泥涌道去灣仔,清理
2012,4,26,13,7,交通意外,告士打道去北角,最新
2012,4,26,13,6,交通意外,干諾道西天橋去灣仔,跟進
2012,4,26,13,4,交通意外,干諾道西天橋去灣仔,跟進
2012,4,26,12,37,障礙物,黃泥涌道去灣仔,跟進
2012,4,26,11,36,交通意外,佐敦道去加士居道,清理
2012,4,26,11,34,交通意外,干諾道西天橋去灣仔,最新
2012,4,26,11,13,交通意外,渡船街去尖沙咀,清理
2012,4,26,11,10,交通意外,內告士打道去中環,清理
2012,4,26,11,5,交通意外,佐敦道去加士居道,最新
2012,4,26,10,36,交通意外,鯉魚門道去旺角,清理
2012,4,26,10,35,壞車,城門隧道公路去大埔,清理
2012,4,26,10,9,交通意外,東區走廊去中環,最新
2012,4,26,10,7,交通意外,鯉魚門道去旺角,最新
2012,4,26,10,6,交通意外,屯門公路去九龍,清理
2012,4,26,9,37,壞車,城門隧道公路去大埔,最新
2012,4,26,9,36,爆水管,牛頭角道去觀塘,最新
2012,4,26,9,33,交通意外,屯門公路去九龍,最新
2012,4,26,9,14,交通意外,窩打老道去油麻地,清理
2012,4,26,9,9,交通意外,城門隧道去荃灣,清理
2012,4,26,9,9,壞車,城門隧道去荃灣,清理
2012,4,26,9,8,交通意外,城門隧道去荃灣,最新
2012,4,26,9,7,交通意外,窩打老道去油麻地,最新
2012,4,26,8,40,障礙物,黃泥涌道去灣仔,最新
2012,4,26,8,38,交通意外,東區走廊去中環,清理
2012,4,26,8,36,交通意外,公主道過海,最新
2012,4,26,8,11,交通意外,西營盤德輔道西,清理
2012,4,26,8,3,交通意外,西營盤德輔道西,最新
2012,4,26,7,3,爆水管,西灣河鯉景道去太安街,清理
2012,4,26,6,8,火警,大角咀富貴街,清理
2012,4,26,5,20,火警,大角咀富貴街,最新
2012,4,25,22,23,交通意外,觀塘開源道去觀塘碼頭,清理
2012,4,25,20,32,突發事件,港島渣甸山祈禮士道,清理
2012,4,25,20,3,交通意外,觀塘開源道去觀塘碼頭,最新
2012,4,25,19,36,交通意外,觀塘繞道去觀塘,清理
2012,4,25,19,32,交通意外,觀塘繞道去觀塘,最新
2012,4,25,19,30,交通意外,青龍頭青山公路去屯門,清理
2012,4,25,18,44,交通意外,青龍頭青山公路去屯門,跟進
2012,4,25,18,32,壞車,屯門公路去元朗,清理
2012,4,25,17,43,壞車,城門隧道去荃灣,最新
2012,4,25,17,40,交通意外,公主道過海,清理
2012,4,25,17,10,壞車,觀塘道去九龍灣,清理
2012,4,25,16,38,壞車,觀塘道去九龍灣,最新
2012,4,25,15,36,交通意外,青山公路去屯門,清理
2012,4,25,15,10,交通意外,西貢公路去西貢,清理
2012,4,25,15,7,交通意外,屯門公路去屯門,清理
2012,4,25,14,10,交通意外,青山公路去屯門,最新
2012,4,25,14,8,突發事件,港島渣甸山祈禮士道,跟進
2012,4,25,14,6,交通意外,西貢公路去西貢,最新
2012,4,25,14,4,交通意外,屯門公路去屯門,跟進
2012,4,25,13,37,交通意外,屯門公路去屯門,最新
2012,4,25,13,36,突發事件,港島渣甸山祈禮士道,跟進
2012,4,25,13,4,突發事件,港島渣甸山祈禮士道,最新
2012,4,25,12,36,壞車,告士打道去中環,清理
2012,4,25,11,55,壞車,屯門公路去九龍,清理
2012,4,25,11,9,交通意外,青龍頭青山公路去屯門,最新
2012,4,25,11,6,壞車,屯門公路去元朗,最新
2012,4,25,10,37,交通意外,荃灣大涌道去九龍,清理
2012,4,25,10,36,交通意外,荃灣路去九龍,清理
2012,4,25,10,10,壞車,紅磡海底隧道去九龍,清理
2012,4,25,10,9,爆水管,西灣河鯉景道去太安街,最新
2012,4,25,9,48,交通意外,薄扶林道去中環,清理
2012,4,25,9,40,交通意外,荃灣路去九龍,最新
2012,4,25,9,37,壞車,紅磡海底隧道去九龍,最新
2012,4,25,9,37,交通意外,荃灣大涌道去九龍,最新
2012,4,25,9,31,交通意外,薄扶林道去中環,最新
2012,4,25,9,6,壞車,北角炮台山道上山方向,清理
2012,4,25,9,5,交通意外,獅子山隧道公路去九龍,清理
2012,4,25,8,37,壞車,北角炮台山道上山方向,最新
2012,4,25,8,9,交通意外,獅子山隧道公路去九龍,最新
2012,4,25,8,8,交通意外,屯門公路去九龍,清理
2012,4,25,7,36,壞車,告士打道去中環,最新
2012,4,25,7,35,壞車,屯門公路去九龍,最新
2012,4,25,7,15,火警,港島半山干德道,清理
2012,4,25,5,52,爆水管,彩虹道去旺角,清理
2012,4,24,20,7,交通意外,屯門公路去屯門,清理
2012,4,24,19,44,壞車,東區海底隧道去香港,清理
2012,4,24,19,40,交通意外,屯門公路去屯門,最新
2012,4,24,19,38,交通意外,龍翔道去觀塘,清理
2012,4,24,19,32,壞車,東區海底隧道去香港,最新
2012,4,24,19,9,交通意外,干諾道中去西環,清理
2012,4,24,19,7,火警,港島半山干德道,最新
2012,4,24,18,46,交通意外,龍翔道去觀塘,跟進
2012,4,24,18,37,交通意外,大埔公路去大圍,清理
2012,4,24,18,33,交通意外,干諾道中去西環,最新
2012,4,24,18,32,交通意外,大埔公路去大圍,最新
2012,4,24,18,31,交通意外,龍翔道去觀塘,跟進
2012,4,24,18,2,交通意外,屯門公路去九龍,最新
2012,4,24,18,2,爆水管,旺角道去洗衣街,清理
2012,4,24,17,36,交通意外,彌敦道去尖沙咀,最新
2012,4,24,16,10,交通意外,天光道去土瓜灣,清理
2012,4,24,15,30,交通意外,柯士甸道去港鐵紅磡站,清理
2012,4,24,14,28,交通意外,天光道去土瓜灣,最新
2012,4,24,14,0,交通意外,柯士甸道去港鐵紅磡站,最新
2012,4,24,13,31,交通意外,淺水灣道去淺水灣,清理
2012,4,24,13,2,交通意外,淺水灣道去淺水灣,最新
2012,4,24,12,22,交通意外,觀塘繞道去旺角,清理
2012,4,24,11,38,交通意外,觀塘繞道去旺角,跟進
2012,4,24,10,2,交通意外,觀塘繞道去旺角,最新
2012,4,24,9,35,交通意外,公主道去九龍塘,清理
2012,4,24,9,0,交通意外,屯門公路去屯門,清理
2012,4,24,8,38,交通意外,告士打道去中環,清理
2012,4,24,8,33,交通意外,屯門公路去屯門,最新
2012,4,24,8,13,交通意外,龍翔道去觀塘,最新
2012,4,24,8,11,交通意外,彌敦道去尖沙咀,清理
2016,9,4,11,55,交通意外,獅子山隧道公路去沙田,清理
2016,9,4,7,0,交通意外,獅子山隧道公路去沙田,最新
2016,9,3,22,35,交通意外,獅子山隧道公路去九龍,清理
2016,9,3,22,26,交通意外,獅子山隧道公路去九龍,最新
2016,9,3,19,18,交通意外,鳳德道去黃大仙方向,清理
2016,9,3,18,42,交通意外,鳳德道去黃大仙方向,最新
2016,9,3,18,28,交通意外,鯉魚門道去旺角,清理
2016,9,3,17,52,交通意外,鯉魚門道去旺角,最新
2016,9,3,15,17,交通意外,龍翔道去荃灣,清理
2016,9,3,15,13,交通意外,龍翔道去荃灣,最新
2016,9,3,15,2,火警,土瓜灣譚公道,清理
2016,9,3,14,40,清潔路面,長青隧道去機場,清理
2016,9,3,12,9,突發事件,啟祥道去德福花園,清理
2016,9,3,11,55,突發事件,啟祥道去德福花園,跟進
2016,9,3,11,38,交通意外,觀塘道去龍翔道,最新
2016,9,3,11,4,修路工程,葵涌梨木道去石蔭東邨,清理
2012,4,24,8,11,爆水管,旺角道去洗衣街,最新
2012,4,24,8,9,火警,灣仔道,清理
2012,4,24,7,15,火警,灣仔道,最新
2012,4,23,23,44,交通意外,東區走廊去柴灣,清理
2012,4,23,23,16,交通意外,東區走廊去柴灣,跟進
2012,4,23,20,47,交通意外,太子道東去觀塘,清理
2012,4,23,20,32,交通意外,東區走廊去柴灣,最新
2012,4,23,20,5,交通意外,太子道東去觀塘,跟進
2012,4,23,20,2,壞車,屯門公路去屯門,清理
2012,4,23,19,35,壞車,屯門公路去屯門,最新
2012,4,23,19,25,交通意外,太子道東去觀塘,跟進
2012,4,23,19,5,交通意外,太子道東去觀塘,最新
2012,4,23,19,2,交通意外,大埔公路去沙田,清理
2012,4,23,18,33,壞車,龍翔道去荃灣,清理
2012,4,23,18,30,交通意外,公主道去九龍塘,最新
2012,4,23,18,28,交通意外,告士打道去中環,最新
2012,4,23,18,5,壞車,彌敦道去尖沙咀,清理
2012,4,23,17,8,壞車,彌敦道去尖沙咀,最新
2012,4,23,16,2,爆水管,油塘茶果嶺道去觀塘,清理
2012,4,23,15,30,突發事件,北角京華道,最新
2012,4,23,14,42,交通意外,八鄉錦田公路,清理
2012,4,23,12,34,交通意外,八鄉錦田公路,最新
2012,4,23,12,34,交通意外,西貢公路去九龍,清理
2012,4,23,11,36,交通意外,西貢公路去九龍,最新
2012,4,23,11,33,爆水管,彩虹道去旺角,最新
2012,4,23,11,10,交通意外,元朗山下路去公園南路,清理
2012,4,23,11,7,交意的外,觀塘道去觀塘,清理
2012,4,23,9,38,交通意外,彌敦道去尖沙咀,清理
2012,4,23,9,37,交通意外,干諾道西天橋去灣仔,清理
2012,4,23,9,10,交通意外,觀塘道去觀塘,最新
2012,4,23,9,9,交通意外,大埔公路去沙田,最新
2012,4,23,9,6,壞車,龍翔道去荃灣,最新
2012,4,23,8,37,交通意外,元朗山下路去公園南路,最新
2012,4,23,8,36,交通意外,汀九橋去屯門公路,清理
2012,4,23,8,34,交通意外,汀九橋去屯門公路,最新
2012,4,23,0,34,修路工程,旺角道去彌敦道,清理
2012,4,22,23,57,停車場已滿,屯門黃金泳灘停車場,重開
2012,4,22,23,51,修路工程,公主道去沙田,清理
2012,4,22,21,21,交通意外,西貢公路去九龍,清理
2012,4,22,21,16,交通意外,西貢公路去九龍,最新
2012,4,22,19,29,停車場已滿,屯門黃金泳灘停車場,最新
2012,4,22,19,2,修路工程,公主道去沙田,跟進
2012,4,22,17,35,交通意外,公主道去尖沙咀,清理
2012,4,22,16,13,交通意外,北角民康街去英皇道,清理
2012,4,22,16,10,交通意外,北角民康街去英皇道,最新
2012,4,22,16,7,交通意外,公主道去尖沙咀,最新
2012,4,22,15,40,交通意外,彌敦道去尖沙咀,最新
2012,4,22,15,36,交通意外,干諾道西天橋去灣仔,最新
2012,4,22,15,31,交通意外,屯門公路去九龍,最新
2012,4,22,13,6,交通意外,南區淺水灣道去赤柱,清理
2012,4,22,12,32,交通意外,南區淺水灣道去赤柱,最新
2012,4,22,10,35,交通意外,屯門公路去九龍,清理
2012,4,22,10,6,交通意外,屯門公路去九龍,最新
2012,4,22,8,37,壞車,東區走廊去柴灣,清理
2012,4,22,8,4,修路工程,旺角道去彌敦道,最新
2012,4,21,21,34,壞車,東區走廊去柴灣,跟進
2012,4,21,20,53,壞車,東區走廊去柴灣,最新
2012,4,21,19,6,火警,北角油街海逸君綽酒店,清理
2012,4,21,18,35,壞車,康莊道去何文田,清理
2012,4,21,17,58,交通意外,佐敦道去擎天半島,清理
2012,4,21,16,50,交通意外,啟德隧道去尖沙咀,清理
2012,4,21,16,24,壞車,康莊道去何文田,最新
2012,4,21,16,22,修路工程,公主道去沙田,最新
2012,4,21,16,17,交通意外,屯門公路去九龍,清理
2012,4,21,15,48,交通意外,亞皆老街去大角咀,清理
2012,4,21,15,14,交通意外,亞皆老街去大角咀,最新
2012,4,21,13,44,交通意外,鯉魚門道去鯉魚門,清理
2012,4,21,13,13,交通意外,鯉魚門道去鯉魚門,跟進
2012,4,21,12,2,交通意外,鯉魚門道去鯉魚門,最新
2012,4,21,11,37,交通意外,廣東道去尖沙咀,清理
2012,4,21,11,9,火警,北角油街海逸君綽酒店,跟進
2012,4,21,11,7,交通意外,旺角彌敦道去深水埗,清理
2012,4,21,11,5,交通意外,窩打老道去油麻地,清理
2012,4,21,10,37,火警,北角油街海逸君綽酒店,跟進
2012,4,21,10,36,交通意外,廣東道去尖沙咀,最新
2012,4,21,10,27,交通意外,旺角彌敦道去深水埗,最新
2012,4,21,10,11,交通意外,窩打老道去油麻地,最新
2012,4,21,10,7,交通意外,荃錦公路落山方向,清理
2012,4,21,9,35,交通意外,佐敦道去擎天半島,最新
2012,4,21,9,13,交通意外,啟德隧道去尖沙咀,最新
2012,4,21,9,11,交通意外,新田公路去元朗,清理
2012,4,21,9,9,交通意外,荃錦公路落山方向,跟進
2012,4,21,9,8,交通意外,新田公路去元朗,跟進
2012,4,21,8,40,壞車,獅子山隧道公路去九龍,最新
2012,4,21,8,36,交通意外,東區走廊去中環,跟進
2012,4,21,8,35,交通意外,新田公路去元朗,最新
2012,4,21,8,34,交通意外,東區走廊去中環,最新
2012,4,21,8,8,交通意外,荃錦公路落山方向,跟進
2012,4,21,8,7,交通意外,荃錦公路落山方向,最新
2012,4,21,8,5,火警,北角油街海逸君綽酒店,跟進
2012,4,21,7,36,火警,北角油街海逸君綽酒店,跟進
2012,4,21,7,35,火警,北角油街海逸君綽酒店,跟進
2012,4,21,7,18,火警,北角油街海逸君綽酒店,最新
2012,4,21,5,50,交通意外,東隧去九龍,清理
2012,4,21,3,15,交通意外,東區走廊去中環,清理
2012,4,20,19,32,壞車,獅子山隧道公路去九龍,清理
2012,4,20,19,13,交通意外,彌敦道去尖沙咀,清理
2012,4,20,19,11,壞車,太子道西去旺角,跟進
2012,4,20,18,45,交通意外,彌敦道去尖沙咀,最新
2012,4,20,18,43,壞車,太子道西去旺角,最新
2012,4,20,18,13,交通意外,太子道西去旺角,清理
2012,4,20,18,5,交通意外,太子道西去旺角,最新
2012,4,20,18,3,交通意外,歌和老街去石硤尾,清理
2012,4,20,17,38,交通意外,歌和老街去石硤尾,跟進
2012,4,20,17,9,交通繁忙,告士打道、干諾道西天橋、香港仔隧道,最新
2012,4,20,16,37,交通意外,歌和老街去石硤尾,最新
2012,4,20,16,23,交通意外,呈祥道去觀塘,清理
2012,4,20,16,13,交通意外,香港仔海傍道去華富邨,清理
2012,4,20,15,38,交通意外,屯門海皇路去皇珠路,清理
2012,4,20,15,36,交通意外,香港仔海傍道去華富邨,最新
2012,4,20,15,9,交通意外,東隧去九龍,最新
2012,4,20,15,7,壞車,太子道西去旺角,清理
2012,4,20,14,37,交通意外,康莊道去紅磡,跟進
2012,4,20,14,35,交通意外,呈祥道去觀塘,最新
2012,4,20,14,6,交通意外,康莊道去紅磡,最新
2012,4,20,13,39,交通意外,東區走廊去柴灣,清理
2012,4,20,13,37,交通意外,東區走廊去柴灣,跟進
2012,4,20,13,7,交通意外,東區走廊去柴灣,最新
2012,4,20,12,35,障礙物,元朗公路去上水,清理
2012,4,20,11,35,交通意外,香港仔海傍道去黃竹坑,清理
2012,4,20,10,37,障礙物,元朗公路去上水,最新
2012,4,20,10,35,交通意外,香港仔海傍道去黃竹坑,跟進
2012,4,20,10,8,交通意外,吐露港公路去九龍,清理
2012,4,20,9,42,交通意外,呈祥道去觀塘,清理
2012,4,20,9,40,壞車,大老山隧道去九龍,清理
2012,4,20,9,40,壞車,大老山隧道去九龍,最新
2012,4,20,9,39,交通意外,屯門海皇路去皇珠路,最新
2012,4,20,9,8,交通意外,康莊道去紅磡,清理
2012,4,20,9,7,交通意外,吐露港公路去九龍,最新
2012,4,20,9,5,交通意外,香港仔海傍道去黃竹坑,最新
2012,4,20,8,37,交通意外,漆咸道北去紅磡,清理
2012,4,20,8,35,壞車,荔枝角道去美孚,清理
2012,4,19,21,0,交通意外,漆咸道北去紅磡,跟進
2012,4,19,20,39,交通意外,吐露港公路去上水,清理
2012,4,19,20,36,交通意外,漆咸道北去紅磡,最新
2012,4,19,20,14,壞車,荔枝角道去美孚,最新
2012,4,19,20,12,交通意外,呈祥道去荃灣,清理
2012,4,19,20,8,交通意外,告士打道去北角,清理
2012,4,19,19,41,交通意外,吐露港公路去上水,最新
2012,4,19,19,39,交通意外,呈祥道去荃灣,跟進
2012,4,19,19,38,交通意外,告士打道去北角,最新
2012,4,19,19,11,交通意外,呈祥道去荃灣,最新
2012,4,19,19,10,交通意外,呈祥道去觀塘,最新
2012,4,19,18,48,交通意外,吐露港公路去九龍,跟進
2012,4,19,18,25,交通意外,吐露港公路去上水,最新
2012,4,19,18,15,交通意外,漆咸道北去九龍城,清理
2012,4,19,17,55,交通意外,康莊道去公主道,清理
2012,4,19,17,15,交通意外,漆咸道道北去九龍城,最新
2012,4,19,17,14,交通意外,吐露港公路去九龍,清理
2012,4,19,17,13,交通意外,告士打道去中環,清理
2012,4,19,16,47,交通意外,屯門公路去屯門,跟進
2012,4,19,16,46,交通意外,康莊道去公主道,跟進
2012,4,19,16,45,交通意外,吐露港公路去九龍,最新
2012,4,19,16,42,交通意外,屯門公路去屯門,最新
2012,4,19,16,22,交通意外,康莊道去公主道,最新
2012,4,19,16,18,交通意外,告士打道去中環,最新
2012,4,19,16,17,交通意外,柯士甸道西去柯士甸道,清理
2012,4,19,16,15,交通意外,柯士甸道西去柯士甸道,最新
2012,4,19,16,14,交通意外,吐露港公路去上水,清理
2012,4,19,15,44,交通意外,屯門公路去屯門,清理
2016,9,3,10,57,壞車,大埔公路去九龍,最新
2016,9,3,10,39,突發事件,啟祥道去德福花園,最新
2016,9,3,10,25,清潔路面,長青隧道去機場,最新
2016,9,3,10,15,交通意外,三號幹線去尖沙咀,清理
2016,9,3,9,40,交通意外,三號幹線去尖沙咀,跟進
2016,9,3,7,0,交通意外,大埔公路去上水,清理
2016,9,2,21,48,交通意外,荃灣路去九龍,清理
2016,9,2,21,30,交通意外,大埔公路去上水,最新
2016,9,2,19,40,交通意外,荃灣路去九龍,最新
2016,9,2,19,30,交通意外,漆咸道北去觀塘,清理
2016,9,2,19,13,交通意外,北大嶼山公路去九龍,清理
2016,9,2,19,11,交通意外,三號幹線去尖沙咀,跟進
2016,9,2,19,10,交通意外,漆咸道北去觀塘,最新
2016,9,2,19,5,交通意外,北大嶼山公路去九龍,最新
2016,9,2,18,55,壞車,大埔公路去九龍,清理
2016,9,2,18,30,火警,土瓜灣譚公道,最新
2012,4,19,15,41,交通意外,告士打道去北角,最新
2012,4,19,15,8,交通意外,林錦公路去大埔,清理
2012,4,19,14,33,壞車,屯門公路去屯門,清理
2012,4,19,14,20,壞車,屯門公路去屯門,最新
2012,4,19,14,8,交通意外,呈祥道去觀塘,清理
2012,4,19,13,33,交通意外,林錦公路去大埔,跟進
2012,4,19,13,20,交通意外,林錦公路去大埔,最新
2012,4,19,13,18,交通意外,呈祥道去觀塘,最新
2012,4,19,12,38,爆水管,屯門青雲路去屯門碼頭,清理
2012,4,19,12,37,交通意外,屯門公路去九龍,清理
2012,4,19,11,25,交通意外,屯門公路去九龍,跟進
2012,4,19,11,9,交通意外,屯門公路去九龍,最新
2012,4,19,10,7,壞車,觀塘繞道去觀塘,清理
2012,4,19,9,40,交通意外,加士居道天橋去油麻地,清理
2012,4,19,9,12,交通意外,告士打道去北角,清理
2012,4,19,9,11,交通意外,告士打道去北角,跟進
2012,4,19,9,10,交通意外,加士居道天橋去油麻地,最新
2012,4,19,8,40,交通意外,告士打道過海,最新
2012,4,19,8,39,爆水管,屯門青雲路去屯門碼頭,跟進
2012,4,19,8,38,爆水管,何文田嘉齡道去巴富街,清理
2012,4,19,7,33,交通意外,般咸道去西營盤,清理
2012,4,19,6,45,交通意外,般咸道去西營盤,最新
2012,4,18,20,30,爆水管,大圍積運街去大埔公路,清理
2012,4,18,20,2,交通意外,干諾道中去西營盤,清理
2012,4,18,19,50,爆水管,屯門青雲路去屯門碼頭,跟進
2012,4,18,16,12,交通意外,干諾道中去西營盤,最新
2012,4,18,16,11,爆水管,屯門青雲路去龍門居,最新
2012,4,18,15,33,交通意外,太子道西去旺角,清理
2012,4,18,15,8,交通意外,屯門公路去元朗,清理
2012,4,18,14,37,交通意外,太子道西去旺角,最新
2012,4,18,14,15,交通意外,告士打道過海,清理
2012,4,18,14,7,壞車,觀塘繞道去觀塘,最新
2012,4,18,14,2,交通意外,廣東道去深水埗,清理
2012,4,18,13,14,交通意外,廣東道去深水埗,最新
2012,4,18,13,4,交通意外,太子道東去觀塘,清理
2012,4,18,12,40,爆水管,將軍澳翠嶺路去坑口,最新
2012,4,18,12,38,壞車,德輔道中去灣仔,清理
2012,4,18,12,31,交通意外,太子道東去觀塘,最新
2012,4,18,12,30,爆水管,油塘茶果嶺道去觀塘,最新
2012,4,18,11,36,壞車,德輔道中去灣仔,最新
2012,4,18,11,28,壞車,龍翔道去荃灣,清理
2012,4,18,11,8,交通意外,粉嶺公路去九龍,清理
2012,4,18,11,7,交通意外,馬頭圍道去九龍城,清理
2012,4,18,10,40,壞車,龍翔道去荃灣,最新
2012,4,18,10,37,交通意外,馬頭圍道去九龍城,最新
2012,4,18,10,8,交通意外,粉嶺公路去九龍,跟進
2012,4,18,10,7,交通意外,屯門公路去元朗,最新
2012,4,18,10,6,爆水管,將軍澳翠嶺路去坑口,清理
2012,4,18,9,39,交通意外,屯門公路去九龍,清理
2012,4,18,9,6,交通意外,大圍紅梅谷路去九龍,最新
2012,4,18,8,39,修路工程,屯門青雲路去龍門路,清理
2012,4,18,8,36,交通意外,屯門公路去九龍,最新
2012,4,18,8,34,爆水管,嘉齡道去巴富街,最新
2012,4,18,8,7,修路工程,屯門青雲路去龍門路,跟進
2012,4,18,7,11,交通意外,新田公路去上水,清理
2012,4,18,7,6,交通意外,荔橋去美孚,清理
2012,4,17,20,28,壞車,荔橋去美孚,清理
2012,4,17,20,13,交通意外,新田公路去上水,最新
2012,4,17,20,10,交通意外,荔橋去美孚,最新
2012,4,17,19,58,壞車,荔橋去美孚,跟進
2012,4,17,19,29,壞車,荔橋去美孚,最新
2012,4,17,19,26,壞車,屯門公路去九龍,清理
2012,4,17,19,11,交通意外,粉嶺公路去九龍,最新
2012,4,17,19,3,交通意外,大圍紅梅谷路去九龍,清理
2012,4,17,18,45,交通意外,屯門鄉事會路去新墟,清理
2012,4,17,18,9,交通意外,屯門鄉事會路去新墟,最新
2012,4,17,18,2,交通意外,佐敦道去三號幹線,清理
2012,4,17,17,38,交通意外,佐敦道去三號幹線,跟進
2012,4,17,17,11,壞車,大埔公路去大圍,清理
2012,4,17,16,37,交通意外,佐敦道去三號幹線,最新
2012,4,17,16,16,壞車,大埔公路去大圍,最新
2012,4,17,16,10,壞車,夏愨道天橋去灣仔,清理
2012,4,17,16,7,交通意外,窩打老道去沙田,清理
2012,4,17,15,11,壞車,夏愨道天橋去灣仔,最新
2012,4,17,14,39,交通意外,窩打老道去沙田,最新
2012,4,17,14,38,壞車,將軍澳道去將軍澳,清理
2012,4,17,14,6,壞車,將軍澳道去將軍澳,跟進
2012,4,17,14,4,壞車,將軍澳道去將軍澳,最新
2012,4,17,13,37,壞車,屯門公路去九龍,最新
2012,4,17,13,8,修路工程,屯門青雲路去龍門路,最新
2012,4,17,12,37,爆水管,大圍積運街去大埔公路,最新
2012,4,17,12,36,交通意外,東區走廊去中環,最新
2012,4,17,11,46,交通意外,偉業街天橋去啟祥道,最新
2012,4,17,11,37,交通意外,太子道東去觀塘,清理
2012,4,17,11,35,交通意外,太子道東去觀塘,最新
2012,4,17,10,36,交通意外,黃竹坑道天橋去香港仔隧道,清理
2012,4,17,10,7,交通意外,沙田大涌橋路去大圍,清理
2012,4,17,9,39,交通意外,觀塘道去觀塘,清理
2012,4,17,9,38,交通意外,黃竹坑道天橋去香港仔隧道,最新
2012,4,17,9,37,交通意外,西區海底隧道去香港,清理
2012,4,17,9,32,交通意外,西區海底隧道去香港,最新
2012,4,17,9,16,交通意外,沙田大涌橋路去大圍,最新
2012,4,17,9,9,交通意外,觀塘道去觀塘,最新
2012,4,17,9,8,交通意外,荃灣路去九龍,清理
2012,4,17,9,6,交通意外,偉業街天橋去啟祥道,清理
2012,4,17,8,39,交通意外,東區走廊去中環,清理
2012,4,17,8,38,交通意外,東區走廊去中環,最新
2012,4,17,8,10,交通意外,觀塘繞道去觀塘,清理
2012,4,17,8,9,交通意外,石排灣道去薄扶林,清理
2012,4,16,20,1,交通繁忙,灣仔北會展中心一帶,清理
2012,4,16,20,0,交通意外,石排灣道去薄扶林,跟進
2012,4,16,19,58,交通意外,觀塘繞道去觀塘,最新
2012,4,16,19,34,交通意外,石排灣道去薄扶林,最新
2012,4,16,19,28,冧樹,香港仔海傍道去薄扶林,清理
2012,4,16,19,3,冧樹,香港仔海傍道去薄扶林,最新
2012,4,16,19,2,交通意外,窩打老道去沙田,清理
2012,4,16,18,42,交通意外,窩打老道去沙田,最新
2012,4,16,18,0,壞車,馬己仙峽道上山方向,清理
2012,4,16,17,29,交通繁忙,灣仔北會展中心一帶,最新
2012,4,16,17,6,壞車,柯士甸道去港鐵紅磡站,清理
2012,4,16,17,2,交通意外,東區走廊去中環,清理
